[2026-02-27 18:52:34] PURPLE_TRANS | E: 48.17x | D_ENDUR: 8.00019269
[2026-02-28 12:42:54] PURPLE_TRANS | E: 43.57x | D_ENDUR: 9.22665741
[2026-02-28 12:42:56] PURPLE_TRANS | E: 44.08x | D_ENDUR: 9.22683374
[2026-02-28 12:42:57] STABLE_SYNC | E: 40.38x | D_ENDUR: 9.22683374
[2026-02-28 12:42:58] PURPLE_TRANS | E: 42.70x | D_ENDUR: 9.22700454
[2026-02-28 12:42:59] PURPLE_TRANS | E: 49.04x | D_ENDUR: 9.22720070
[2026-02-28 12:43:00] PURPLE_TRANS | E: 42.48x | D_ENDUR: 9.22737063
[2026-02-28 12:43:01] PURPLE_TRANS | E: 47.89x | D_ENDUR: 9.22756218
[2026-02-28 12:43:02] STABLE_SYNC | E: 41.47x | D_ENDUR: 9.22756218
[2026-02-28 12:43:03] PURPLE_TRANS | E: 42.89x | D_ENDUR: 9.22773372
[2026-02-28 12:43:04] PURPLE_TRANS | E: 43.96x | D_ENDUR: 9.22790955
[2026-02-28 12:43:05] STABLE_SYNC | E: 40.41x | D_ENDUR: 9.22790955
[2026-02-28 12:43:06] STABLE_SYNC | E: 40.66x | D_ENDUR: 9.22790955
[2026-02-28 12:43:07] PURPLE_TRANS | E: 46.17x | D_ENDUR: 9.22809421
[2026-02-28 12:43:08] PURPLE_TRANS | E: 47.27x | D_ENDUR: 9.22828331
[2026-02-28 12:43:09] PURPLE_TRANS | E: 43.69x | D_ENDUR: 9.22845807
[2026-02-28 12:43:10] PURPLE_TRANS | E: 49.12x | D_ENDUR: 9.22865455
[2026-02-28 12:43:11] PURPLE_TRANS | E: 45.93x | D_ENDUR: 9.22883827
[2026-02-28 12:43:12] PURPLE_TRANS | E: 47.52x | D_ENDUR: 9.22902834
[2026-02-28 12:43:13] STABLE_SYNC | E: 39.35x | D_ENDUR: 9.22902834
[2026-02-28 12:43:14] PURPLE_TRANS | E: 47.20x | D_ENDUR: 9.22921713
[2026-02-28 12:43:15] PURPLE_TRANS | E: 42.57x | D_ENDUR: 9.22938743
[2026-02-28 12:43:16] PURPLE_TRANS | E: 45.47x | D_ENDUR: 9.22956930
[2026-02-28 12:43:17] PURPLE_TRANS | E: 46.53x | D_ENDUR: 9.22975542
[2026-02-28 12:43:18] PURPLE_TRANS | E: 48.19x | D_ENDUR: 9.22994816
[2026-02-28 12:43:19] PURPLE_TRANS | E: 45.26x | D_ENDUR: 9.23012920
[2026-02-28 12:43:20] PURPLE_TRANS | E: 44.88x | D_ENDUR: 9.23030871
[2026-02-28 12:43:21] PURPLE_TRANS | E: 42.69x | D_ENDUR: 9.23047948
[2026-02-28 12:43:22] STABLE_SYNC | E: 40.24x | D_ENDUR: 9.23047948
[2026-02-28 12:43:23] PURPLE_TRANS | E: 47.25x | D_ENDUR: 9.23066847
[2026-02-28 12:43:24] PURPLE_TRANS | E: 46.76x | D_ENDUR: 9.23085551
[2026-02-28 12:43:25] STABLE_SYNC | E: 41.43x | D_ENDUR: 9.23085551
[2026-02-28 12:43:27] PURPLE_TRANS | E: 44.93x | D_ENDUR: 9.23103522
[2026-02-28 12:43:28] PURPLE_TRANS | E: 44.49x | D_ENDUR: 9.23121319
[2026-02-28 12:43:29] PURPLE_TRANS | E: 46.00x | D_ENDUR: 9.23139719
[2026-02-28 12:43:30] PURPLE_TRANS | E: 46.02x | D_ENDUR: 9.23158125
[2026-02-28 12:43:31] PURPLE_TRANS | E: 47.62x | D_ENDUR: 9.23177172
[2026-02-28 12:43:32] PURPLE_TRANS | E: 47.28x | D_ENDUR: 9.23196085
[2026-02-28 12:43:33] STABLE_SYNC | E: 40.81x | D_ENDUR: 9.23196085
[2026-02-28 12:43:34] PURPLE_TRANS | E: 45.84x | D_ENDUR: 9.23214421
[2026-02-28 12:43:35] PURPLE_TRANS | E: 47.31x | D_ENDUR: 9.23233344
[2026-02-28 12:43:36] PURPLE_TRANS | E: 47.70x | D_ENDUR: 9.23252423
[2026-02-28 12:43:37] PURPLE_TRANS | E: 48.14x | D_ENDUR: 9.23271679
[2026-02-28 12:43:38] PURPLE_TRANS | E: 46.88x | D_ENDUR: 9.23290433
[2026-02-28 12:43:39] STABLE_SYNC | E: 41.77x | D_ENDUR: 9.23290433
[2026-02-28 12:43:40] PURPLE_TRANS | E: 47.31x | D_ENDUR: 9.23309356
[2026-02-28 12:43:41] STABLE_SYNC | E: 41.21x | D_ENDUR: 9.23309356
[2026-02-28 12:43:42] STABLE_SYNC | E: 41.00x | D_ENDUR: 9.23309356
[2026-02-28 12:43:43] PURPLE_TRANS | E: 44.45x | D_ENDUR: 9.23327136
[2026-02-28 12:43:44] PURPLE_TRANS | E: 47.95x | D_ENDUR: 9.23346318
[2026-02-28 12:43:45] PURPLE_TRANS | E: 46.04x | D_ENDUR: 9.23364734
[2026-02-28 12:43:46] PURPLE_TRANS | E: 43.51x | D_ENDUR: 9.23382136
[2026-02-28 12:43:47] STABLE_SYNC | E: 40.86x | D_ENDUR: 9.23382136
[2026-02-28 12:43:48] PURPLE_TRANS | E: 44.28x | D_ENDUR: 9.23399848
[2026-02-28 12:43:49] PURPLE_TRANS | E: 49.24x | D_ENDUR: 9.23419544
[2026-02-28 12:43:50] PURPLE_TRANS | E: 49.43x | D_ENDUR: 9.23439315
[2026-02-28 12:43:51] PURPLE_TRANS | E: 48.50x | D_ENDUR: 9.23458714
[2026-02-28 12:43:52] STABLE_SYNC | E: 39.24x | D_ENDUR: 9.23458714
[2026-02-28 12:43:53] PURPLE_TRANS | E: 43.08x | D_ENDUR: 9.23475945
[2026-02-28 12:43:54] STABLE_SYNC | E: 41.39x | D_ENDUR: 9.23475945
[2026-02-28 12:43:55] PURPLE_TRANS | E: 44.99x | D_ENDUR: 9.23493941
[2026-02-28 12:43:56] PURPLE_TRANS | E: 42.93x | D_ENDUR: 9.23511112
[2026-02-28 12:43:57] PURPLE_TRANS | E: 47.37x | D_ENDUR: 9.23530059
[2026-02-28 12:43:59] PURPLE_TRANS | E: 43.04x | D_ENDUR: 9.23547273
[2026-02-28 12:44:00] STABLE_SYNC | E: 41.82x | D_ENDUR: 9.23547273
[2026-02-28 12:44:01] PURPLE_TRANS | E: 46.90x | D_ENDUR: 9.23566035
[2026-02-28 12:44:02] PURPLE_TRANS | E: 44.17x | D_ENDUR: 9.23583703
[2026-02-28 12:44:03] PURPLE_TRANS | E: 47.61x | D_ENDUR: 9.23602747
[2026-02-28 12:44:04] PURPLE_TRANS | E: 48.76x | D_ENDUR: 9.23622251
[2026-02-28 12:44:05] PURPLE_TRANS | E: 47.49x | D_ENDUR: 9.23641248
[2026-02-28 12:44:06] PURPLE_TRANS | E: 44.43x | D_ENDUR: 9.23659020
[2026-02-28 12:44:07] PURPLE_TRANS | E: 47.36x | D_ENDUR: 9.23677965
[2026-02-28 12:44:08] STABLE_SYNC | E: 40.75x | D_ENDUR: 9.23677965
[2026-02-28 12:44:09] PURPLE_TRANS | E: 45.06x | D_ENDUR: 9.23695989
[2026-02-28 12:44:10] PURPLE_TRANS | E: 43.21x | D_ENDUR: 9.23713272
[2026-02-28 12:44:11] STABLE_SYNC | E: 41.00x | D_ENDUR: 9.23713272
[2026-02-28 12:44:12] STABLE_SYNC | E: 39.65x | D_ENDUR: 9.23713272
[2026-02-28 12:44:13] STABLE_SYNC | E: 41.78x | D_ENDUR: 9.23713272
[2026-02-28 12:44:14] PURPLE_TRANS | E: 43.80x | D_ENDUR: 9.23730792
[2026-02-28 12:44:15] PURPLE_TRANS | E: 44.51x | D_ENDUR: 9.23748596
[2026-02-28 12:44:16] PURPLE_TRANS | E: 42.98x | D_ENDUR: 9.23765788
[2026-02-28 12:44:17] PURPLE_TRANS | E: 48.56x | D_ENDUR: 9.23785214
[2026-02-28 12:44:18] PURPLE_TRANS | E: 43.50x | D_ENDUR: 9.23802614
[2026-02-28 12:44:19] STABLE_SYNC | E: 39.90x | D_ENDUR: 9.23802614
[2026-02-28 12:44:20] PURPLE_TRANS | E: 46.03x | D_ENDUR: 9.23821024
[2026-02-28 12:44:21] PURPLE_TRANS | E: 47.13x | D_ENDUR: 9.23839877
[2026-02-28 12:44:22] PURPLE_TRANS | E: 43.65x | D_ENDUR: 9.23857338
[2026-02-28 12:44:23] PURPLE_TRANS | E: 44.18x | D_ENDUR: 9.23875009
[2026-02-28 12:44:24] PURPLE_TRANS | E: 45.61x | D_ENDUR: 9.23893251
[2026-02-28 12:44:25] PURPLE_TRANS | E: 42.42x | D_ENDUR: 9.23910221
[2026-02-28 12:44:26] PURPLE_TRANS | E: 44.64x | D_ENDUR: 9.23928076
[2026-02-28 12:44:27] STABLE_SYNC | E: 40.50x | D_ENDUR: 9.23928076
[2026-02-28 12:44:28] PURPLE_TRANS | E: 46.66x | D_ENDUR: 9.23946740
[2026-02-28 12:44:30] STABLE_SYNC | E: 41.80x | D_ENDUR: 9.23946740
[2026-02-28 12:44:31] PURPLE_TRANS | E: 46.19x | D_ENDUR: 9.23965216
[2026-02-28 12:44:32] STABLE_SYNC | E: 40.67x | D_ENDUR: 9.23965216
[2026-02-28 12:44:33] PURPLE_TRANS | E: 46.59x | D_ENDUR: 9.23983853
[2026-02-28 12:44:34] PURPLE_TRANS | E: 43.42x | D_ENDUR: 9.24001223
[2026-02-28 12:44:35] PURPLE_TRANS | E: 42.83x | D_ENDUR: 9.24018356
[2026-02-28 12:44:36] PURPLE_TRANS | E: 47.99x | D_ENDUR: 9.24037550
[2026-02-28 12:44:37] PURPLE_TRANS | E: 48.11x | D_ENDUR: 9.24056794
[2026-02-28 12:44:38] PURPLE_TRANS | E: 47.92x | D_ENDUR: 9.24075961
[2026-02-28 12:44:39] PURPLE_TRANS | E: 49.19x | D_ENDUR: 9.24095638
[2026-02-28 12:44:40] STABLE_SYNC | E: 40.43x | D_ENDUR: 9.24095638
[2026-02-28 12:44:41] PURPLE_TRANS | E: 48.40x | D_ENDUR: 9.24114996
[2026-02-28 12:44:42] STABLE_SYNC | E: 39.08x | D_ENDUR: 9.24114996
[2026-02-28 12:44:43] STABLE_SYNC | E: 40.59x | D_ENDUR: 9.24114996
[2026-02-28 12:44:44] STABLE_SYNC | E: 41.42x | D_ENDUR: 9.24114996
[2026-02-28 12:44:45] PURPLE_TRANS | E: 49.16x | D_ENDUR: 9.24134659
[2026-02-28 12:44:46] STABLE_SYNC | E: 40.87x | D_ENDUR: 9.24134659
[2026-02-28 12:44:47] PURPLE_TRANS | E: 48.96x | D_ENDUR: 9.24154245
[2026-02-28 12:44:48] PURPLE_TRANS | E: 43.06x | D_ENDUR: 9.24171470
[2026-02-28 12:44:49] PURPLE_TRANS | E: 43.26x | D_ENDUR: 9.24188774
[2026-02-28 12:44:50] STABLE_SYNC | E: 39.26x | D_ENDUR: 9.24188774
[2026-02-28 12:44:51] STABLE_SYNC | E: 39.66x | D_ENDUR: 9.24188774
[2026-02-28 12:44:52] PURPLE_TRANS | E: 44.16x | D_ENDUR: 9.24206439
[2026-02-28 12:44:53] PURPLE_TRANS | E: 46.66x | D_ENDUR: 9.24225104
[2026-02-28 12:44:54] PURPLE_TRANS | E: 43.71x | D_ENDUR: 9.24242589
[2026-02-28 12:44:55] PURPLE_TRANS | E: 44.84x | D_ENDUR: 9.24260527
[2026-02-28 12:44:56] PURPLE_TRANS | E: 47.33x | D_ENDUR: 9.24279460
[2026-02-28 12:44:58] PURPLE_TRANS | E: 44.75x | D_ENDUR: 9.24297358
[2026-02-28 12:44:59] PURPLE_TRANS | E: 43.72x | D_ENDUR: 9.24314845
[2026-02-28 12:45:00] PURPLE_TRANS | E: 48.47x | D_ENDUR: 9.24334235
[2026-02-28 12:45:01] PURPLE_TRANS | E: 43.31x | D_ENDUR: 9.24351559
[2026-02-28 12:45:02] STABLE_SYNC | E: 40.96x | D_ENDUR: 9.24351559
[2026-02-28 12:45:03] STABLE_SYNC | E: 40.65x | D_ENDUR: 9.24351559
[2026-02-28 12:45:04] PURPLE_TRANS | E: 43.69x | D_ENDUR: 9.24369033
[2026-02-28 12:45:05] PURPLE_TRANS | E: 49.20x | D_ENDUR: 9.24388712
[2026-02-28 12:45:06] PURPLE_TRANS | E: 42.75x | D_ENDUR: 9.24405810
[2026-02-28 12:45:07] PURPLE_TRANS | E: 45.32x | D_ENDUR: 9.24423938
[2026-02-28 12:45:08] PURPLE_TRANS | E: 45.88x | D_ENDUR: 9.24442289
[2026-02-28 12:45:09] PURPLE_TRANS | E: 47.20x | D_ENDUR: 9.24461167
[2026-02-28 12:45:10] PURPLE_TRANS | E: 45.61x | D_ENDUR: 9.24479412
[2026-02-28 12:45:11] STABLE_SYNC | E: 40.98x | D_ENDUR: 9.24479412
[2026-02-28 12:45:12] PURPLE_TRANS | E: 49.15x | D_ENDUR: 9.24499071
[2026-02-28 12:45:13] PURPLE_TRANS | E: 46.96x | D_ENDUR: 9.24517856
[2026-02-28 12:45:14] STABLE_SYNC | E: 39.14x | D_ENDUR: 9.24517856
[2026-02-28 12:45:15] PURPLE_TRANS | E: 44.84x | D_ENDUR: 9.24535792
[2026-02-28 12:45:16] PURPLE_TRANS | E: 44.19x | D_ENDUR: 9.24553467
[2026-02-28 12:45:17] STABLE_SYNC | E: 41.49x | D_ENDUR: 9.24553467
[2026-02-28 12:45:18] STABLE_SYNC | E: 40.99x | D_ENDUR: 9.24553467
[2026-02-28 12:45:19] PURPLE_TRANS | E: 49.24x | D_ENDUR: 9.24573162
[2026-02-28 12:45:20] PURPLE_TRANS | E: 47.21x | D_ENDUR: 9.24592046
[2026-02-28 12:45:21] PURPLE_TRANS | E: 49.38x | D_ENDUR: 9.24611798
[2026-02-28 12:45:22] PURPLE_TRANS | E: 48.34x | D_ENDUR: 9.24631136
[2026-02-28 12:45:23] STABLE_SYNC | E: 40.89x | D_ENDUR: 9.24631136
[2026-02-28 12:45:24] PURPLE_TRANS | E: 48.32x | D_ENDUR: 9.24650462
[2026-02-28 12:45:25] PURPLE_TRANS | E: 47.56x | D_ENDUR: 9.24669486
[2026-02-28 12:45:26] STABLE_SYNC | E: 41.39x | D_ENDUR: 9.24669486
[2026-02-28 12:45:27] PURPLE_TRANS | E: 43.63x | D_ENDUR: 9.24686937
[2026-02-28 12:45:28] PURPLE_TRANS | E: 46.14x | D_ENDUR: 9.24705394
[2026-02-28 12:45:30] STABLE_SYNC | E: 40.57x | D_ENDUR: 9.24705394
[2026-02-28 12:45:31] STABLE_SYNC | E: 40.18x | D_ENDUR: 9.24705394
[2026-02-28 12:45:32] STABLE_SYNC | E: 41.26x | D_ENDUR: 9.24705394
[2026-02-28 12:45:33] PURPLE_TRANS | E: 43.78x | D_ENDUR: 9.24722907
[2026-02-28 12:45:34] PURPLE_TRANS | E: 49.21x | D_ENDUR: 9.24742592
[2026-02-28 12:45:35] PURPLE_TRANS | E: 43.86x | D_ENDUR: 9.24760138
[2026-02-28 12:45:36] PURPLE_TRANS | E: 43.61x | D_ENDUR: 9.24777584
[2026-02-28 12:45:37] STABLE_SYNC | E: 41.63x | D_ENDUR: 9.24777584
[2026-02-28 12:45:38] PURPLE_TRANS | E: 42.17x | D_ENDUR: 9.24794452
[2026-02-28 12:45:39] PURPLE_TRANS | E: 44.62x | D_ENDUR: 9.24812301
[2026-02-28 12:45:40] PURPLE_TRANS | E: 47.10x | D_ENDUR: 9.24831142
[2026-02-28 12:45:41] STABLE_SYNC | E: 41.46x | D_ENDUR: 9.24831142
[2026-02-28 12:45:42] PURPLE_TRANS | E: 46.89x | D_ENDUR: 9.24849899
[2026-02-28 12:45:43] STABLE_SYNC | E: 41.38x | D_ENDUR: 9.24849899
[2026-02-28 12:45:44] PURPLE_TRANS | E: 47.67x | D_ENDUR: 9.24868965
[2026-02-28 12:45:45] PURPLE_TRANS | E: 42.94x | D_ENDUR: 9.24886141
[2026-02-28 12:45:46] PURPLE_TRANS | E: 46.63x | D_ENDUR: 9.24904792
[2026-02-28 12:45:47] STABLE_SYNC | E: 40.48x | D_ENDUR: 9.24904792
[2026-02-28 12:45:48] PURPLE_TRANS | E: 45.80x | D_ENDUR: 9.24923113
[2026-02-28 12:45:49] PURPLE_TRANS | E: 44.33x | D_ENDUR: 9.24940844
[2026-02-28 12:45:50] PURPLE_TRANS | E: 44.45x | D_ENDUR: 9.24958624
[2026-02-28 12:45:51] STABLE_SYNC | E: 41.43x | D_ENDUR: 9.24958624
[2026-02-28 12:45:52] PURPLE_TRANS | E: 45.13x | D_ENDUR: 9.24976674
[2026-02-28 12:45:53] STABLE_SYNC | E: 40.97x | D_ENDUR: 9.24976674
[2026-02-28 12:45:54] PURPLE_TRANS | E: 42.57x | D_ENDUR: 9.24993703
[2026-02-28 12:45:55] PURPLE_TRANS | E: 43.82x | D_ENDUR: 9.25011233
[2026-02-28 12:45:56] PURPLE_TRANS | E: 42.24x | D_ENDUR: 9.25028129
[2026-02-28 12:45:57] STABLE_SYNC | E: 41.85x | D_ENDUR: 9.25028129
[2026-02-28 12:45:58] PURPLE_TRANS | E: 48.18x | D_ENDUR: 9.25047403
[2026-02-28 12:46:00] PURPLE_TRANS | E: 44.87x | D_ENDUR: 9.25065352
[2026-02-28 12:46:01] PURPLE_TRANS | E: 43.74x | D_ENDUR: 9.25082849
[2026-02-28 12:46:02] PURPLE_TRANS | E: 43.97x | D_ENDUR: 9.25100436
[2026-02-28 12:46:03] PURPLE_TRANS | E: 46.13x | D_ENDUR: 9.25118890
[2026-02-28 12:46:04] STABLE_SYNC | E: 40.87x | D_ENDUR: 9.25118890
[2026-02-28 12:46:05] PURPLE_TRANS | E: 42.15x | D_ENDUR: 9.25135748
[2026-02-28 12:46:06] PURPLE_TRANS | E: 44.70x | D_ENDUR: 9.25153630
[2026-02-28 12:46:07] PURPLE_TRANS | E: 42.87x | D_ENDUR: 9.25170777
[2026-02-28 12:46:08] PURPLE_TRANS | E: 42.74x | D_ENDUR: 9.25187873
[2026-02-28 12:46:09] STABLE_SYNC | E: 41.36x | D_ENDUR: 9.25187873
[2026-02-28 12:46:10] PURPLE_TRANS | E: 42.47x | D_ENDUR: 9.25204861
[2026-02-28 12:46:11] PURPLE_TRANS | E: 43.48x | D_ENDUR: 9.25222253
[2026-02-28 12:46:12] PURPLE_TRANS | E: 48.44x | D_ENDUR: 9.25241631
[2026-02-28 12:46:13] PURPLE_TRANS | E: 47.25x | D_ENDUR: 9.25260532
[2026-02-28 12:46:14] PURPLE_TRANS | E: 48.38x | D_ENDUR: 9.25279886
[2026-02-28 12:46:15] STABLE_SYNC | E: 39.30x | D_ENDUR: 9.25279886
[2026-02-28 12:46:16] PURPLE_TRANS | E: 43.03x | D_ENDUR: 9.25297098
[2026-02-28 12:46:17] PURPLE_TRANS | E: 45.68x | D_ENDUR: 9.25315371
[2026-02-28 12:46:18] STABLE_SYNC | E: 40.18x | D_ENDUR: 9.25315371
[2026-02-28 12:46:19] PURPLE_TRANS | E: 47.72x | D_ENDUR: 9.25334459
[2026-02-28 12:46:20] PURPLE_TRANS | E: 43.34x | D_ENDUR: 9.25351794
[2026-02-28 12:46:21] STABLE_SYNC | E: 40.99x | D_ENDUR: 9.25351794
[2026-02-28 12:46:22] PURPLE_TRANS | E: 42.03x | D_ENDUR: 9.25368606
[2026-02-28 12:46:23] PURPLE_TRANS | E: 42.60x | D_ENDUR: 9.25385647
[2026-02-28 12:46:24] STABLE_SYNC | E: 39.05x | D_ENDUR: 9.25385647
[2026-02-28 12:46:26] STABLE_SYNC | E: 39.65x | D_ENDUR: 9.25385647
[2026-02-28 12:46:27] STABLE_SYNC | E: 39.63x | D_ENDUR: 9.25385647
[2026-02-28 12:46:28] PURPLE_TRANS | E: 47.52x | D_ENDUR: 9.25404656
[2026-02-28 12:46:29] STABLE_SYNC | E: 41.11x | D_ENDUR: 9.25404656
[2026-02-28 12:46:30] PURPLE_TRANS | E: 47.23x | D_ENDUR: 9.25423547
[2026-02-28 12:46:31] PURPLE_TRANS | E: 42.51x | D_ENDUR: 9.25440552
[2026-02-28 12:46:32] PURPLE_TRANS | E: 46.87x | D_ENDUR: 9.25459300
[2026-02-28 12:46:33] PURPLE_TRANS | E: 43.11x | D_ENDUR: 9.25476543
[2026-02-28 12:46:34] PURPLE_TRANS | E: 43.81x | D_ENDUR: 9.25494069
[2026-02-28 12:46:35] PURPLE_TRANS | E: 45.66x | D_ENDUR: 9.25512334
[2026-02-28 12:46:36] PURPLE_TRANS | E: 46.76x | D_ENDUR: 9.25531039
[2026-02-28 12:46:37] PURPLE_TRANS | E: 46.37x | D_ENDUR: 9.25549588
[2026-02-28 12:46:38] PURPLE_TRANS | E: 48.83x | D_ENDUR: 9.25569121
[2026-02-28 12:46:39] PURPLE_TRANS | E: 47.61x | D_ENDUR: 9.25588165
[2026-02-28 12:46:40] STABLE_SYNC | E: 40.11x | D_ENDUR: 9.25588165
[2026-02-28 12:46:41] STABLE_SYNC | E: 41.31x | D_ENDUR: 9.25588165
[2026-02-28 12:46:42] STABLE_SYNC | E: 39.32x | D_ENDUR: 9.25588165
[2026-02-28 12:46:43] PURPLE_TRANS | E: 46.81x | D_ENDUR: 9.25606888
[2026-02-28 12:46:44] STABLE_SYNC | E: 39.16x | D_ENDUR: 9.25606888
[2026-02-28 12:46:45] PURPLE_TRANS | E: 46.23x | D_ENDUR: 9.25625381
[2026-02-28 12:46:46] PURPLE_TRANS | E: 44.67x | D_ENDUR: 9.25643249
[2026-02-28 12:46:47] PURPLE_TRANS | E: 46.91x | D_ENDUR: 9.25662013
[2026-02-28 12:46:48] PURPLE_TRANS | E: 42.91x | D_ENDUR: 9.25679176
[2026-02-28 12:46:49] PURPLE_TRANS | E: 47.54x | D_ENDUR: 9.25698192
[2026-02-28 12:46:50] PURPLE_TRANS | E: 48.91x | D_ENDUR: 9.25717755
[2026-02-28 12:46:51] STABLE_SYNC | E: 40.86x | D_ENDUR: 9.25717755
[2026-02-28 12:46:52] PURPLE_TRANS | E: 43.96x | D_ENDUR: 9.25735341
[2026-02-28 12:46:53] PURPLE_TRANS | E: 42.85x | D_ENDUR: 9.25752482
[2026-02-28 12:46:54] STABLE_SYNC | E: 39.81x | D_ENDUR: 9.25752482
[2026-02-28 12:46:55] PURPLE_TRANS | E: 44.46x | D_ENDUR: 9.25770266
[2026-02-28 12:46:56] STABLE_SYNC | E: 41.19x | D_ENDUR: 9.25770266
[2026-02-28 12:46:57] STABLE_SYNC | E: 39.46x | D_ENDUR: 9.25770266
[2026-02-28 12:46:58] PURPLE_TRANS | E: 48.62x | D_ENDUR: 9.25789714
[2026-02-28 12:47:00] STABLE_SYNC | E: 39.65x | D_ENDUR: 9.25789714
[2026-02-28 12:47:01] PURPLE_TRANS | E: 43.72x | D_ENDUR: 9.25807202
[2026-02-28 12:47:02] STABLE_SYNC | E: 39.79x | D_ENDUR: 9.25807202
[2026-02-28 12:47:03] PURPLE_TRANS | E: 43.98x | D_ENDUR: 9.25824793
[2026-02-28 12:47:04] STABLE_SYNC | E: 39.64x | D_ENDUR: 9.25824793
[2026-02-28 12:47:05] PURPLE_TRANS | E: 48.06x | D_ENDUR: 9.25844019
[2026-02-28 12:47:06] PURPLE_TRANS | E: 46.54x | D_ENDUR: 9.25862636
[2026-02-28 12:47:07] PURPLE_TRANS | E: 42.06x | D_ENDUR: 9.25879460
[2026-02-28 12:47:08] PURPLE_TRANS | E: 46.29x | D_ENDUR: 9.25897977
[2026-02-28 12:47:09] STABLE_SYNC | E: 41.17x | D_ENDUR: 9.25897977
[2026-02-28 12:47:10] STABLE_SYNC | E: 39.84x | D_ENDUR: 9.25897977
[2026-02-28 12:47:11] PURPLE_TRANS | E: 48.29x | D_ENDUR: 9.25917295
[2026-02-28 12:47:12] PURPLE_TRANS | E: 46.38x | D_ENDUR: 9.25935847
[2026-02-28 12:47:13] PURPLE_TRANS | E: 42.76x | D_ENDUR: 9.25952952
[2026-02-28 12:47:14] PURPLE_TRANS | E: 42.73x | D_ENDUR: 9.25970042
[2026-02-28 12:47:15] STABLE_SYNC | E: 39.35x | D_ENDUR: 9.25970042
[2026-02-28 12:47:16] PURPLE_TRANS | E: 43.52x | D_ENDUR: 9.25987450
[2026-02-28 12:47:17] PURPLE_TRANS | E: 44.30x | D_ENDUR: 9.26005171
[2026-02-28 12:47:18] STABLE_SYNC | E: 40.12x | D_ENDUR: 9.26005171
[2026-02-28 12:47:19] STABLE_SYNC | E: 40.23x | D_ENDUR: 9.26005171
[2026-02-28 12:47:20] STABLE_SYNC | E: 40.08x | D_ENDUR: 9.26005171
[2026-02-28 12:47:21] PURPLE_TRANS | E: 45.03x | D_ENDUR: 9.26023182
[2026-02-28 12:47:22] STABLE_SYNC | E: 41.11x | D_ENDUR: 9.26023182
[2026-02-28 12:47:23] PURPLE_TRANS | E: 43.10x | D_ENDUR: 9.26040420
[2026-02-28 12:47:24] PURPLE_TRANS | E: 48.95x | D_ENDUR: 9.26060002
[2026-02-28 12:47:25] STABLE_SYNC | E: 39.67x | D_ENDUR: 9.26060002
[2026-02-28 12:47:26] STABLE_SYNC | E: 41.38x | D_ENDUR: 9.26060002
[2026-02-28 12:47:27] PURPLE_TRANS | E: 45.53x | D_ENDUR: 9.26078215
[2026-02-28 12:47:28] PURPLE_TRANS | E: 43.20x | D_ENDUR: 9.26095494
[2026-02-28 12:47:29] PURPLE_TRANS | E: 48.72x | D_ENDUR: 9.26114982
[2026-02-28 12:47:31] PURPLE_TRANS | E: 44.13x | D_ENDUR: 9.26132633
[2026-02-28 12:47:32] PURPLE_TRANS | E: 48.85x | D_ENDUR: 9.26152175
[2026-02-28 12:47:33] PURPLE_TRANS | E: 42.91x | D_ENDUR: 9.26169340
[2026-02-28 12:47:34] PURPLE_TRANS | E: 48.11x | D_ENDUR: 9.26188584
[2026-02-28 12:47:35] PURPLE_TRANS | E: 47.25x | D_ENDUR: 9.26207485
[2026-02-28 12:47:36] PURPLE_TRANS | E: 47.57x | D_ENDUR: 9.26226512
[2026-02-28 12:47:37] PURPLE_TRANS | E: 45.18x | D_ENDUR: 9.26244583
[2026-02-28 12:47:38] PURPLE_TRANS | E: 43.43x | D_ENDUR: 9.26261954
[2026-02-28 12:47:39] STABLE_SYNC | E: 41.75x | D_ENDUR: 9.26261954
[2026-02-28 12:47:40] PURPLE_TRANS | E: 42.72x | D_ENDUR: 9.26279042
[2026-02-28 12:47:41] PURPLE_TRANS | E: 43.24x | D_ENDUR: 9.26296336
[2026-02-28 12:47:42] STABLE_SYNC | E: 41.55x | D_ENDUR: 9.26296336
[2026-02-28 12:47:43] PURPLE_TRANS | E: 46.59x | D_ENDUR: 9.26314971
[2026-02-28 12:47:44] STABLE_SYNC | E: 39.10x | D_ENDUR: 9.26314971
[2026-02-28 12:47:45] PURPLE_TRANS | E: 43.55x | D_ENDUR: 9.26332391
[2026-02-28 12:47:46] PURPLE_TRANS | E: 49.22x | D_ENDUR: 9.26352078
[2026-02-28 12:47:47] STABLE_SYNC | E: 39.86x | D_ENDUR: 9.26352078
[2026-02-28 12:47:48] PURPLE_TRANS | E: 49.36x | D_ENDUR: 9.26371821
[2026-02-28 12:47:49] PURPLE_TRANS | E: 42.27x | D_ENDUR: 9.26388729
[2026-02-28 12:47:50] PURPLE_TRANS | E: 42.09x | D_ENDUR: 9.26405566
[2026-02-28 12:47:51] STABLE_SYNC | E: 39.04x | D_ENDUR: 9.26405566
[2026-02-28 12:47:52] PURPLE_TRANS | E: 43.58x | D_ENDUR: 9.26422999
[2026-02-28 12:47:53] STABLE_SYNC | E: 39.46x | D_ENDUR: 9.26422999
[2026-02-28 12:47:54] PURPLE_TRANS | E: 47.03x | D_ENDUR: 9.26441812
[2026-02-28 12:47:55] PURPLE_TRANS | E: 45.80x | D_ENDUR: 9.26460131
